"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene Symbol"	"Gene ID"	"Ensembl Gene ID"	"WikiPathways"	"Reactome Pathways"	"Number of Protein Pathway Groups"	"Number of Razor Peptides"	"Abundance Ratio Con_Abeta  Con"	"Abundance Ratio siIft88  Con"	"Abundance Ratio siIft88_Abeta  Con_Abeta"	"Abundance Ratio siIft88_Abeta  siIft88"	"Abundance Ratio log2 Con_Abeta  Con"	"Abundance Ratio log2 siIft88  Con"	"Abundance Ratio log2 siIft88_Abeta  Con_Abeta"	"Abundance Ratio log2 siIft88_Abeta  siIft88"	"Abundance Ratio P-Value Con_Abeta  Con"	"Abundance Ratio P-Value siIft88  Con"	"Abundance Ratio P-Value siIft88_Abeta  Con_Abeta"	"Abundance Ratio P-Value siIft88_Abeta  siIft88"	"Abundance Ratio Adj P-Value Con_Abeta  Con"	"Abundance Ratio Adj P-Value siIft88  Con"	"Abundance Ratio Adj P-Value siIft88_Abeta  Con_Abeta"	"Abundance Ratio Adj P-Value siIft88_Abeta  siIft88"	"Abundance Ratio Variability in Percent Con_Abeta  Con"	"Abundance Ratio Variability in Percent siIft88  Con"	"Abundance Ratio Variability in Percent siIft88_Abeta  Con_Abeta"	"Abundance Ratio Variability in Percent siIft88_Abeta  siIft88"	"Abundance Ratio Weight Con_Abeta  Con"	"Abundance Ratio Weight siIft88  Con"	"Abundance Ratio Weight siIft88_Abeta  Con_Abeta"	"Abundance Ratio Weight siIft88_Abeta  siIft88"	"Abundances Normalized F1 Sample Con"	"Abundances Normalized F2 Sample Con"	"Abundances Normalized F3 Sample Con"	"Abundances Normalized F4 Sample Con"	"Abundances Normalized F5 Sample Con_Abeta"	"Abundances Normalized F6 Sample Con_Abeta"	"Abundances Normalized F7 Sample Con_Abeta"	"Abundances Normalized F8 Sample Con_Abeta"	"Abundances Normalized F9 Sample siIft88"	"Abundances Normalized F10 Sample siIft88"	"Abundances Normalized F11 Sample siIft88"	"Abundances Normalized F12 Sample siIft88"	"Abundances Normalized F13 Sample siIft88_Abeta"	"Abundances Normalized F14 Sample siIft88_Abeta"	"Abundances Normalized F15 Sample siIft88_Abeta"	"Abundances Normalized F16 Sample siIft88_Abeta"	"Found in Sample F1 Sample Con"	"Found in Sample F2 Sample Con"	"Found in Sample F3 Sample Con"	"Found in Sample F4 Sample Con"	"Found in Sample F5 Sample Con_Abeta"	"Found in Sample F6 Sample Con_Abeta"	"Found in Sample F7 Sample Con_Abeta"	"Found in Sample F8 Sample Con_Abeta"	"Found in Sample F9 Sample siIft88"	"Found in Sample F10 Sample siIft88"	"Found in Sample F11 Sample siIft88"	"Found in Sample F12 Sample siIft88"	"Found in Sample F13 Sample siIft88_Abeta"	"Found in Sample F14 Sample siIft88_Abeta"	"Found in Sample F15 Sample siIft88_Abeta"	"Found in Sample F16 Sample siIft88_Abeta"	"Number of Protein Groups"	"Modifications"
"False"	"High"	"IsMasterProtein"	"P11499"	"Heat shock protein HSP 90-beta [OS=Mus musculus]"	"0.000"	"295.889"	"58"	"39"	"681"	"23"	"724"	"83.2"	"5.03"	"1463.31"	"39"	"cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response;developmental processes;other biological processes"	"non-structural extracellular;plasma membrane;other membranes;cytosol;nucleus;other cytoplasmic organelle;other cell component"	"signal transduction activity or receptor binding;enzyme regulator activity;cytoskeletal activity;nucleic acid binding activity;other molecular function"	"Pf00183, Pf02518"	"15516"	"Hsp90ab1"	"mmu:15516; O89078; P11499; Q3UIQ7"	"ENSMUSG00000023944"	"Focal adhesion: PI3K-Akt-mTOR signaling pathway"	"Neutrophil degranulation; The role of GTSE1 in G2/M progression after G2 checkpoint; Regulation of actin dynamics for phagocytic cup formation; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; Attenuation phase; Estrogen-dependent gene expression; Sema3A PAK dependent Axon repulsion; Aryl hydrocarbon receptor signalling; DDX58/IFIH1-mediated induction of interferon-alpha/beta; HSF1 activation; RHOBTB2 GTPase cycle; The NLRP3 inflammasome"	"15"	"16"	"1.040"	"0.801"	"0.958"	"1.221"	"0.06"	"-0.32"	"-0.06"	"0.29"	"0.94087068115448"	"0.484748197393654"	"0.980587875839873"	"0.240339516816493"	"0.986852380840345"	"0.799940384999802"	"0.99379251351219"	"0.656770889976579"	"51.87"	"47.11"	"35.04"	"34.54"	"29.9064498620872"	"29.4911096983911"	"30.1847717330936"	"29.8514972157898"	"625854625.087344"	"655829763.647336"	"643945831.305706"	"640950408.318106"	"756625006.927326"	"732565727.974609"	"734021379.419596"	"715255196.627983"	"531483555.356039"	"543552410.386919"	"579645256.445715"	"538246934.837636"	"667402001.139431"	"640062750.372744"	"662226049.181207"	"741655306.3162"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"P19096"	"Fatty acid synthase [OS=Mus musculus]"	"0.000"	"294.887"	"21"	"44"	"395"	"44"	"2504"	"272.3"	"6.58"	"880.73"	"44"	"other metabolic processes;stress response;other biological processes"	"plasma membrane;other membranes;cytosol;ER/Golgi;other cell component"	"other molecular function"	"Pf00107, Pf00109, Pf00550, Pf00698, Pf00975, Pf02801, Pf08242, Pf08659, Pf14765, Pf16197"	"14104"	"Fasn"	"B1ATU8; mmu:14104; P19096; Q6PB72; Q8C4Z0; Q9EQR0"	"ENSMUSG00000025153"	"Fatty acid biosynthesis; Dysregulated miRNA targeting in insulin/PI3K-AKT signaling; Cholesterol metabolism with Bloch and Kandutsch-Russell pathways; Omega-9 fatty acid synthesis"	"ChREBP activates metabolic gene expression; Fatty acyl-CoA biosynthesis; Vitamin B5 (pantothenate) metabolism"	"7"	"0"	"0.820"	"0.802"	"1.078"	"1.171"	"-0.29"	"-0.32"	"0.11"	"0.23"	"0.342265845687097"	"0.486951479662517"	"0.423177142251601"	"0.367520478960797"	"0.744498572623609"	"0.799940384999802"	"0.801005613162953"	"0.744315242308516"	"47.00"	"45.56"	"29.29"	"26.82"	"27.8195871324917"	"27.6690414048172"	"28.1042786272093"	"27.9818736961894"	"183336321.387357"	"171606642.268173"	"163629381.135658"	"188736117.959625"	"169426273.721461"	"150074259.109375"	"174576420.766094"	"169477003.420293"	"157327613.230475"	"161214478.320206"	"155083233.601449"	"162658015.418369"	"174023808.897616"	"177033737.32922"	"172701271.669297"	"168802565.374733"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"E9Q555"	"E3 ubiquitin-protein ligase RNF213 [OS=Mus musculus]"	"0.000"	"291.921"	"14"	"63"	"328"	"63"	"5148"	"583.9"	"6.77"	"649.86"	"63"	"cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;developmental processes;other biological processes"	"cytosol;nucleus;other cell component"	"other molecular function"	"Pf20173"	""	"Rnf213"	"E9Q555; F7A6H4; Q8BVK6"	""	""	"Antigen processing: Ubiquitination & Proteasome degradation"	"1"	"0"	"1.604"	"1.414"	"0.992"	"1.135"	"0.68"	"0.50"	"-0.01"	"0.18"	"0.127537190013102"	"0.260016319004675"	"0.802924649960492"	"0.484785658711653"	"0.448466663041983"	"0.648472106131845"	"0.95032909674996"	"0.829246675457772"	"57.46"	"58.34"	"25.35"	"23.37"	"26.6001843320953"	"26.2666837550285"	"27.1257194712856"	"26.9024459899025"	"52824548.5278158"	"40448588.7233325"	"48423556.8159024"	"41300951.0870054"	"85900116.4359021"	"91411225.375"	"83435158.5020907"	"85025980.8558005"	"74103714.0327945"	"78041286.2620687"	"73485246.7272528"	"73331649.4647848"	"79119352.054854"	"84311632.4896616"	"86994169.0186049"	"75345273.4811165"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"P63038"	"60 kDa heat shock protein, mitochondrial [OS=Mus musculus]"	"0.000"	"278.310"	"65"	"28"	"325"	"28"	"573"	"60.9"	"6.18"	"916.85"	"28"	"cell cycle OR cell proliferation;cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response;transport;developmental processes;signal transduction;other biological processes"	"non-structural extracellular;plasma membrane;other membranes;cytosol;cytoskeleton;mitochondrion;ER/Golgi;other cytoplasmic organelle;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00118"	"15510"	"Hspd1"	"mmu:15510; P19226; P19227; P63038; P97602; Q3KQP2; Q3UIP0; Q8C2C7; Q8VEF4"	"ENSMUSG00000025980"	"SIDS susceptibility pathways"	"Mitochondrial protein import"	"2"	"0"	"0.824"	"0.879"	"1.086"	"0.977"	"-0.28"	"-0.19"	"0.12"	"-0.03"	"0.352219206176986"	"0.687773910503321"	"0.395729375816087"	"0.783979684083231"	"0.752175324038303"	"0.909202272326915"	"0.79364902626088"	"0.939157920646518"	"45.31"	"51.92"	"31.16"	"26.41"	"28.334443637731"	"28.2892955539214"	"28.611207396273"	"28.574042818311"	"239624419.930466"	"268112789.907229"	"261210302.43596"	"267928873.705876"	"225420451.389089"	"221794279.304688"	"231806448.376644"	"225943933.57645"	"278377076.401282"	"259290852.406831"	"260270685.05881"	"252468380.784391"	"244447256.187188"	"249009641.221747"	"255192595.551619"	"246874416.23472"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q9D8E6"	"60S ribosomal protein L4 [OS=Mus musculus]"	"0.000"	"271.258"	"62"	"32"	"612"	"32"	"419"	"47.1"	"11.00"	"1349.07"	"32"	"cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes"	"cytosol;cytoskeleton;ER/Golgi;translational apparatus;nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00573, Pf14374"	"67891"	"Rpl4"	"mmu:67891; Q9CY08; Q9D8E6"	"ENSMUSG00000032399"	"Cytoplasmic ribosomal proteins"	"Major pathway of rRNA processing in the nucleolus and cytosol; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit"	"8"	"0"	"1.125"	"1.323"	"1.021"	"0.880"	"0.17"	"0.40"	"0.03"	"-0.18"	"0.829477718347677"	"0.362135381629615"	"0.659203801693869"	"0.338271365052302"	"0.950545208826628"	"0.736275367347839"	"0.894264718442075"	"0.729058884771703"	"61.32"	"61.03"	"34.14"	"26.98"	"30.4157707015397"	"30.317961627502"	"30.8060090239002"	"30.7319870039364"	"898248392.853111"	"866430290.397324"	"881020857.777359"	"843087323.648296"	"1120109717.02061"	"1040127302.85254"	"1036190247.29061"	"1033551934.58924"	"1193205920.51818"	"1174925964.15309"	"1180808799.63123"	"1167996637.34905"	"1073298974.78239"	"1074133242.03819"	"1098689036.74721"	"1156646587.00618"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"P10126"	"Elongation factor 1-alpha 1 [OS=Mus musculus]"	"0.000"	"265.219"	"60"	"24"	"747"	"24"	"462"	"50.1"	"9.01"	"1706.49"	"24"	"protein metabolism;other metabolic processes;other biological processes"	"plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00009, Pf03143, Pf03144"	"13627"	"Eef1a1"	"mmu:13627; P10126; Q61511; Q6ZWN2; Q8BMB8; Q8BVS8; Q99KU5"	"ENSMUSG00000037742"	"Translation factors; EGFR1 signaling pathway"	"Neutrophil degranulation; Eukaryotic Translation Elongation; HSF1 activation; Protein methylation"	"6"	"0"	"0.756"	"0.729"	"0.899"	"0.918"	"-0.40"	"-0.46"	"-0.15"	"-0.12"	"0.211760346994198"	"0.316396096965417"	"0.688168690735433"	"0.494576892703803"	"0.608920451798739"	"0.69646062092687"	"0.912113325928817"	"0.829251365669096"	"59.46"	"64.77"	"38.87"	"40.50"	"31.1170505853507"	"30.914552675485"	"31.2583380613509"	"31.075980076936"	"1749554040.31684"	"1858875624.9772"	"1819250710.77138"	"1799936810.88202"	"1504115353.86269"	"1542082801.49609"	"1513446243.68929"	"1563367696.4639"	"1443519318.01911"	"1437825804.1216"	"1464396938.36223"	"1418192023.61322"	"1441733307.25147"	"1474115808.35161"	"1408617499.47823"	"1665175236.46244"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q9JHU4"	"Cytoplasmic dynein 1 heavy chain 1 [OS=Mus musculus]"	"0.000"	"262.400"	"13"	"52"	"298"	"52"	"4644"	"531.7"	"6.42"	"604.24"	"52"	"cell cycle OR cell proliferation;cell organization and biogenesis;transport;other biological processes"	"cytoskeleton;nucleus;other cell component"	"cytoskeletal activity;other molecular function"	"Pf03028, Pf08385, Pf08393, Pf12774, Pf12775, Pf12777, Pf12780, Pf12781, Pf17852, Pf18198, Pf18199"	"13424"	"Dync1h1"	"E9QM71; mmu:13424; Q9JHU4"	"ENSMUSG00000018707"	""	"MHC class II antigen presentation; Neutrophil degranulation; RHO GTPases Activate Formins; COPI-mediated anterograde transport; Separation of Sister Chromatids; Resolution of Sister Chromatid Cohesion; Recruitment of NuMA to mitotic centrosomes; EML4 and NUDC in mitotic spindle formation; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; COPI-independent Golgi-to-ER retrograde traffic; Aggrephagy; Anchoring of the basal body to the plasma membrane; Regulation of PLK1 Activity at G2/M Transition; Loss of Nlp from mitotic centrosomes; Recruitment of mitotic centrosome proteins and complexes; AURKA Activation by TPX2; Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal"	"19"	"0"	"1.445"	"1.062"	"0.871"	"1.275"	"0.53"	"0.09"	"-0.20"	"0.35"	"0.25432895917281"	"0.837318747611566"	"0.543368206918199"	"0.144680689936699"	"0.657127941844698"	"0.961841642388078"	"0.850809919652105"	"0.546564916347631"	"54.81"	"55.02"	"26.39"	"26.70"	"26.9871103986527"	"26.4896384790569"	"27.3722341171335"	"27.0076214600722"	"89892549.6087391"	"72295319.9627506"	"72833271.5363343"	"73266104.6821613"	"105269805.052497"	"101437815.84375"	"115551007.567492"	"104462137.267615"	"71525316.8120888"	"74056071.7990938"	"73718798.9022327"	"74954250.6703982"	"97776546.7643748"	"100872485.971173"	"93714137.9793483"	"87468784.2016782"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"Q9D0E1"	"Heterogeneous nuclear ribonucleoprotein M [OS=Mus musculus]"	"0.000"	"260.186"	"59"	"40"	"574"	"40"	"729"	"77.6"	"8.63"	"1326.97"	"40"	"RNA metabolism OR transcription;other metabolic processes;stress response;other biological processes"	"nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00076, Pf11532"	"76936"	"Hnrnpm"	"mmu:76936; Q6P1B2; Q99JQ0; Q9D0E1"	"ENSMUSG00000059208"	"mRNA processing"	""	"1"	"0"	"1.151"	"0.939"	"0.727"	"0.885"	"0.20"	"-0.09"	"-0.46"	"-0.18"	"0.764170212669823"	"0.84847747419649"	"0.0706045848591292"	"0.356261317428223"	"0.943165084562968"	"0.968844845411637"	"0.331965383838604"	"0.739849247055617"	"38.60"	"38.51"	"22.24"	"23.72"	"29.4799950106328"	"29.1274445910162"	"29.6888314256967"	"29.389121354485"	"397027833.52245"	"495257186.934619"	"466555642.124379"	"512910550.186755"	"571062313.639972"	"548865972.292969"	"556721982.328686"	"541019097.058223"	"507631870.852057"	"463735674.412024"	"444412507.914407"	"453168096.48922"	"433873629.27"	"414662227.051808"	"431110386.079167"	"358189330.13785"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss [N-Term]; Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"P05213"	"Tubulin alpha-1B chain [OS=Mus musculus]"	"0.000"	"250.577"	"66"	"23"	"547"	"3"	"451"	"50.1"	"5.06"	"1513.40"	"23"	"cell cycle OR cell proliferation;cell organization and biogenesis;other biological processes"	"other membranes;cytosol;cytoskeleton;other cell component"	"cytoskeletal activity;nucleic acid binding activity;other molecular function"	"Pf00091, Pf03953"	"22143"	"Tuba1b"	"mmu:22143; P05213; Q3TY23; Q3U8B1; Q3UAW8; Q4KMW2"	"ENSMUSG00000023004"	""	"MHC class II antigen presentation; COPI-dependent Golgi-to-ER retrograde traffic; Kinesins; Intraflagellar transport; COPI-mediated anterograde transport; Separation of Sister Chromatids; Resolution of Sister Chromatid Cohesion; Recruitment of NuMA to mitotic centrosomes; RHO GTPases Activate Formins; EML4 and NUDC in mitotic spindle formation; Carboxyterminal post-translational modifications of tubulin; Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; Recycling pathway of L1; Hedgehog 'off' state; RHO GTPases activate IQGAPs; COPI-independent Golgi-to-ER retrograde traffic; The role of GTSE1 in G2/M progression after G2 checkpoint; Aggrephagy; Sealing of the nuclear envelope (NE) by ESCRT-III; RHOH GTPase cycle"	"23"	"23"	"1.153"	"0.977"	"0.828"	"1.074"	"0.21"	"-0.03"	"-0.27"	"0.10"	"0.758635971673575"	"0.950928907884456"	"0.346650860258255"	"0.732378231374701"	"0.942963530592452"	"0.996638298649817"	"0.787467161036106"	"0.927499917972144"	"52.88"	"52.29"	"33.70"	"35.29"	"30.1519291813717"	"29.7375864927848"	"30.4730335718918"	"30.1514209888176"	"650676331.776962"	"771262334.460023"	"738077749.180059"	"748152675.505788"	"916642115.580752"	"870015057.080078"	"907996169.354888"	"867162794.763613"	"702528795.682227"	"685044369.380859"	"682081163.368311"	"688022855.744894"	"823212771.771325"	"781272058.466322"	"815956896.748502"	"812776531.819158"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q91VI7"	"Ribonuclease inhibitor [OS=Mus musculus]"	"0.000"	"248.505"	"64"	"19"	"376"	"19"	"456"	"49.8"	"4.78"	"1121.31"	"19"	"other biological processes"	"non-structural extracellular;cytosol;nucleus"	"enzyme regulator activity"	"Pf13516, Pf18779"	"107702"	"Rnh1"	"mmu:107702; Q91VI7; Q924P4"	"ENSMUSG00000038650"	""	""	"0"	"0"	"1.573"	"1.392"	"0.907"	"0.999"	"0.65"	"0.48"	"-0.14"	"0.00"	"0.146650662235242"	"0.282583642735606"	"0.731484377342608"	"0.89554855741356"	"0.490840555211847"	"0.661134331969126"	"0.930686848349911"	"0.976781944258595"	"49.23"	"52.54"	"22.66"	"28.40"	"28.112774734905"	"27.834192075751"	"28.5500566778073"	"28.3496670026393"	"202866181.145358"	"148893561.252887"	"144325777.976658"	"135105325.787455"	"241105509.522289"	"233109445.277344"	"237606704.51433"	"231872744.061668"	"221743574.041651"	"220273293.442149"	"215459546.834374"	"216893516.814694"	"204091622.164089"	"213060866.027856"	"225680725.550003"	"216015144.104873"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss [N-Term]; Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"P99024"	"Tubulin beta-5 chain [OS=Mus musculus]"	"0.000"	"242.824"	"67"	"23"	"644"	"3"	"444"	"49.6"	"4.89"	"1497.66"	"23"	"cell cycle OR cell proliferation;cell organization and biogenesis;other biological processes"	"other membranes;cytosol;cytoskeleton;nucleus;other cell component"	"signal transduction activity or receptor binding;cytoskeletal activity;other molecular function"	"Pf00091, Pf03953"	"22154"	"Tubb5"	"B1B178; mmu:22154; P05218; P99024; Q3TFB6; Q3THH9; Q3TIL1; Q3UAV4; Q3UF52; Q8WUC1; Q9CY33"	"ENSMUSG00000001525"	""	"Neutrophil degranulation; Anchoring of the basal body to the plasma membrane; Regulation of PLK1 Activity at G2/M Transition; Loss of Nlp from mitotic centrosomes; Recruitment of mitotic centrosome proteins and complexes; Recruitment of NuMA to mitotic centrosomes; AURKA Activation by TPX2"	"8"	"1"	"1.171"	"0.766"	"0.914"	"1.214"	"0.23"	"-0.39"	"-0.13"	"0.28"	"0.715828881846915"	"0.398125625266252"	"0.772224067028"	"0.256391694059152"	"0.929507651389241"	"0.753820195516019"	"0.938049024579275"	"0.667484722054968"	"68.06"	"78.00"	"19.87"	"12.65"	"28.5695212085231"	"28.0807197906462"	"28.9797938537865"	"28.6282586074637"	"175913485.083185"	"215414738.742566"	"195637486.310373"	"199074069.294952"	"318401467.427227"	"337228205.125"	"266837048.994102"	"326583403.559256"	"237765715.811845"	"236380304.124272"	"228961707.28427"	"242642051.378889"	"281356202.578288"	"303421338.317615"	"287786740.544536"	"310137268.881776"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q8CGC7"	"Bifunctional glutamate/proline--tRNA ligase [OS=Mus musculus]"	"0.000"	"238.583"	"33"	"45"	"410"	"43"	"1512"	"170.0"	"7.66"	"938.35"	"45"	"protein metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;other biological processes"	"plasma membrane;other membranes;cytosol;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00043, Pf00458, Pf00587, Pf00749, Pf03129, Pf03950, Pf09180"	"107508"	"Eprs1"	"E9QKC4; mmu:107508; Q3UFJ2; Q4VC16; Q8CGC7"	"ENSMUSG00000026615"	"Parkinson's disease"	""	"1"	"2"	"1.119"	"0.941"	"0.929"	"1.152"	"0.16"	"-0.09"	"-0.11"	"0.20"	"0.842795413281549"	"0.85612587922874"	"0.853332827160971"	"0.425669896951034"	"0.9530987919353"	"0.970120882195795"	"0.963711539576998"	"0.794618120643797"	"56.70"	"54.17"	"27.47"	"22.53"	"28.0103982536916"	"27.8239104579973"	"28.3944407637631"	"28.2537453670621"	"205363700.293744"	"186286060.408357"	"173241697.20965"	"191075511.496887"	"202036578.516015"	"180707959.320313"	"206562342.714567"	"218629818.046133"	"187020814.555903"	"187160634.934047"	"188916584.784535"	"186974773.586422"	"211685161.515654"	"214315677.544683"	"221294062.345547"	"197474203.869449"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"P68372"	"Tubulin beta-4B chain [OS=Mus musculus]"	"0.000"	"238.321"	"67"	"23"	"605"	"2"	"445"	"49.8"	"4.89"	"1454.54"	"23"	"cell cycle OR cell proliferation;cell organization and biogenesis;other biological processes"	"cytoskeleton;other cell component"	"cytoskeletal activity;nucleic acid binding activity;other molecular function"	"Pf00091, Pf03953"	"227613"	"Tubb4b"	"mmu:227613; P05217; P68372; Q3TKF0; Q3UJ73; Q99JZ6"	"ENSMUSG00000036752"	""	"Neutrophil degranulation; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; COPI-independent Golgi-to-ER retrograde traffic; COPI-dependent Golgi-to-ER retrograde traffic; COPI-mediated anterograde transport; RHO GTPases Activate Formins; Recycling pathway of L1; RHO GTPases activate IQGAPs; Hedgehog 'off' state; MHC class II antigen presentation; Kinesins; Separation of Sister Chromatids; Anchoring of the basal body to the plasma membrane; Resolution of Sister Chromatid Cohesion; Regulation of PLK1 Activity at G2/M Transition; Loss of Nlp from mitotic centrosomes; Recruitment of mitotic centrosome proteins and complexes; Recruitment of NuMA to mitotic centrosomes; AURKA Activation by TPX2; EML4 and NUDC in mitotic spindle formation; Carboxyterminal post-translational modifications of tubulin; Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane; Intraflagellar transport; The role of GTSE1 in G2/M progression after G2 checkpoint; Aggrephagy; Sealing of the nuclear envelope (NE) by ESCRT-III"	"29"	"26"	"1.248"	"0.970"	"0.917"	"1.150"	"0.32"	"-0.04"	"-0.12"	"0.20"	"0.549884773120384"	"0.931448767659219"	"0.790840026319535"	"0.431706407262773"	"0.855291005496092"	"0.98714699248364"	"0.943773930064885"	"0.794618120643797"	"56.12"	"69.36"	"35.20"	"28.72"	"30.1534752441141"	"29.7500448421996"	"30.4819112725563"	"30.1702708269542"	"756225270.497006"	"738541754.062436"	"704291092.785221"	"724700955.840519"	"905579058.573122"	"907595954.120117"	"846471525.423055"	"893202205.39421"	"729588022.764839"	"673191018.214023"	"718643531.767937"	"690215542.388244"	"806366493.320035"	"800007947.440157"	"837955304.132296"	"905569267.232344"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q9JKF1"	"Ras GTPase-activating-like protein IQGAP1 [OS=Mus musculus]"	"0.000"	"232.499"	"27"	"36"	"303"	"36"	"1657"	"188.6"	"6.48"	"764.36"	"36"	"cell organization and biogenesis;developmental processes;signal transduction;other biological processes"	"plasma membrane;other membranes;cytoskeleton;nucleus;other cell component"	"enzyme regulator activity;cytoskeletal activity;other molecular function"	"Pf00307, Pf00612, Pf00616, Pf03836"	"29875"	"Iqgap1"	"G3UW45; mmu:29875; Q9JKF1"	"ENSMUSG00000030536"	"G13 signaling pathway; Regulation of actin cytoskeleton"	"RAC1 GTPase cycle; RAC2 GTPase cycle; RHO GTPases activate IQGAPs; Neutrophil degranulation; RHOA GTPase cycle; RHOQ GTPase cycle; RHOU GTPase cycle; RHOV GTPase cycle; MAP2K and MAPK activation; RHOC GTPase cycle; Nephrin family interactions"	"13"	"0"	"1.421"	"1.157"	"0.918"	"1.071"	"0.51"	"0.21"	"-0.12"	"0.10"	"0.28148727810768"	"0.629527614685288"	"0.792218212806345"	"0.747455098771777"	"0.694928032600367"	"0.877670025330157"	"0.943880352080175"	"0.933534404074289"	"56.44"	"57.95"	"29.64"	"30.44"	"26.8913514963976"	"26.602130225235"	"27.2841253500215"	"27.0692807229723"	"73118913.3249922"	"66519219.7142509"	"71024807.1123968"	"68492310.162968"	"84213898.596019"	"102275157.34375"	"102175373.122094"	"99215286.7811118"	"81893969.115917"	"87669978.2910671"	"82835347.2587793"	"85633398.1704175"	"90491770.4153917"	"95733543.9160473"	"92535252.1385708"	"83615191.7335308"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
